index,artist,song,id,uri,href,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,hot
2404,E-Prosounds,Eeze Out / Wherever the Wind Blow,4kXH1rSxvSahh8vlgaUGiJ,spotify:track:4kXH1rSxvSahh8vlgaUGiJ,spotify:track:4kXH1rSxvSahh8vlgaUGiJ,0.503,0.713,0.703,0.000152,0.381,-6.433,0.411,159.971,0.664,2
2405,The Prefab Messiahs,Ssydarthurr,0OBkfrjVcfEXb043i47nwU,spotify:track:0OBkfrjVcfEXb043i47nwU,spotify:track:0OBkfrjVcfEXb043i47nwU,0.204,0.22,0.919,0.59,0.0924,-6.732,0.0588,104.079,0.304,2
2406,Greg Atkinson,Losing Over Christmas,3K9L0SYXP8swvg7JGlBzi6,spotify:track:3K9L0SYXP8swvg7JGlBzi6,spotify:track:3K9L0SYXP8swvg7JGlBzi6,0.671,0.576,0.397,0.0,0.143,-10.853,0.0298,139.973,0.415,2
2407,Manueljgrotesque,grotesque3,3vGh74fMSJmNmBCWQLLpvw,spotify:track:3vGh74fMSJmNmBCWQLLpvw,spotify:track:3vGh74fMSJmNmBCWQLLpvw,0.918,0.265,0.0861,0.588,0.128,-21.838,0.0373,66.928,0.349,2
2408,Ubasute,Concession Speech,6bsUejFxUbVd3bJuYKVYuk,spotify:track:6bsUejFxUbVd3bJuYKVYuk,spotify:track:6bsUejFxUbVd3bJuYKVYuk,0.002,0.27,0.994,0.675,0.118,-3.674,0.126,104.605,0.101,2
2409,Marrach with H. Stewart,Nightingale,2BEaJCq4I2cL7jU1AXja0p,spotify:track:2BEaJCq4I2cL7jU1AXja0p,spotify:track:2BEaJCq4I2cL7jU1AXja0p,0.898,0.481,0.251,4.23e-05,0.351,-11.447,0.112,169.526,0.15,2
2410,Cagey House,Driest Bones ii,6XbYqxCWmzo5stjfaKgXEi,spotify:track:6XbYqxCWmzo5stjfaKgXEi,spotify:track:6XbYqxCWmzo5stjfaKgXEi,0.129,0.662,0.783,6.78e-05,0.0597,-4.374,0.156,149.959,0.736,2
2411,Henry Homesweet,Laputa,6gbgP1TVtL3OjcMOdzY1BD,spotify:track:6gbgP1TVtL3OjcMOdzY1BD,spotify:track:3vIPdMmbsye0YMhXy4GeXt,0.0418,0.575,0.803,1.43e-06,0.092,-5.653,0.0423,120.984,0.471,2
2412,Alpha Hydrae,To be like a chased rabbit,2TipAy85MGsdUc4QgSrWjV,spotify:track:2TipAy85MGsdUc4QgSrWjV,spotify:track:2TipAy85MGsdUc4QgSrWjV,2.02e-05,0.399,0.971,4.37e-05,0.229,-4.526,0.195,82.503,0.255,2
2413,Patrick Lee,Crested Flycatcher,3323fXn7ZjxWtLhAbfDgJO,spotify:track:3323fXn7ZjxWtLhAbfDgJO,spotify:track:3323fXn7ZjxWtLhAbfDgJO,0.263,0.642,0.808,0.43,0.128,-7.856,0.0617,135.179,0.363,2
2414,Cheese N Pot-C,"Bloc Party ""the Bland-King approach"" (Featuring CM aka Creative, The Honorable Sleaze, C-Doc & Mported Flows)",2YxXuCdbUpil3P7tRjhW1t,spotify:track:2YxXuCdbUpil3P7tRjhW1t,spotify:track:2YxXuCdbUpil3P7tRjhW1t,0.000139,0.578,0.892,0.0111,0.215,-7.952,0.0441,150.253,0.892,2
2417,Mombojo,Nerda,2OQfyddAKv4FyelDJjGNHH,spotify:track:2OQfyddAKv4FyelDJjGNHH,spotify:track:3j4P8ytkoDpBFePPrXHEbe,0.0767,0.662,0.934,0.0,0.332,-4.545,0.141,92.08,0.61,2
2418,Jimmy Cousins,Soul Energy,7M0rcvvXqSkh8algjhF6gL,spotify:track:7M0rcvvXqSkh8algjhF6gL,spotify:track:7M0rcvvXqSkh8algjhF6gL,0.106,0.318,0.827,0.473,0.156,-5.067,0.0447,115.351,0.465,2
2419,Kupa,Castillo,1Wv08uEqny4IZk45kPH6rx,spotify:track:1Wv08uEqny4IZk45kPH6rx,spotify:track:1Wv08uEqny4IZk45kPH6rx,0.715,0.528,0.284,0.181,0.127,-14.52,0.033,118.388,0.233,2
2421,Evil Brain,evil beat,6a2YKmOOaokKfC8lIIXdUo,spotify:track:6a2YKmOOaokKfC8lIIXdUo,spotify:track:6a2YKmOOaokKfC8lIIXdUo,0.000914,0.786,0.53,0.909,0.108,-5.838,0.0911,125.024,0.725,2
2422,Keshco,The Devil's Earlobe,0qyiswsYqLGIZfP9NrW8sm,spotify:track:0qyiswsYqLGIZfP9NrW8sm,spotify:track:0qyiswsYqLGIZfP9NrW8sm,0.967,0.2,0.0467,0.727,0.273,-29.743,0.13,134.603,0.169,2
2423,Danny Cohen,Magritte,0Uh9VALVtZDiF7Sh7BHq1c,spotify:track:0Uh9VALVtZDiF7Sh7BHq1c,spotify:track:0Uh9VALVtZDiF7Sh7BHq1c,0.755,0.307,0.307,0.0208,0.149,-11.558,0.027,78.567,0.248,2
2424,Volvox,Burnt Breath,1E7RWuysC7Ok3sDezrmnYy,spotify:track:1E7RWuysC7Ok3sDezrmnYy,spotify:track:1E7RWuysC7Ok3sDezrmnYy,0.988,0.268,0.234,0.513,0.113,-20.016,0.0655,73.034,0.339,2
2425,Mittimus,We Celebrate Your Return,4mj0eDXQaPjTIub0CI9dpW,spotify:track:4mj0eDXQaPjTIub0CI9dpW,spotify:track:4A64jF6FhfuNduCm3VLLGZ,0.463,0.498,0.778,0.0,0.101,-3.236,0.0508,149.89,0.182,2
2426,Keshco,Shadowplay (goth dream pop),37niiGuQ1rbtSrXaaIWLQQ,spotify:track:37niiGuQ1rbtSrXaaIWLQQ,spotify:track:37niiGuQ1rbtSrXaaIWLQQ,0.647,0.547,0.493,0.851,0.3,-11.848,0.0277,124.878,0.371,2
2427,RPM Orchestra,a.,4Pnzw1nLOpDNV6MKI5ueIR,spotify:track:4Pnzw1nLOpDNV6MKI5ueIR,spotify:track:4Pnzw1nLOpDNV6MKI5ueIR,0.984,0.295,0.0826,0.000358,0.156,-19.569,0.0367,128.6,0.169,2
2428,Schemawound,Number Form Synesthesia,6M8tkZr7Gz5rarJ63VbHNE,spotify:track:6M8tkZr7Gz5rarJ63VbHNE,spotify:track:6M8tkZr7Gz5rarJ63VbHNE,0.00643,0.72,0.838,0.256,0.223,-12.423,0.0406,119.988,0.8,2
2429,Evgeny Teilor,Don't Leave The Door Open,4RisYJ8PW0l4YLrtSKhgjH,spotify:track:4RisYJ8PW0l4YLrtSKhgjH,spotify:track:4RisYJ8PW0l4YLrtSKhgjH,0.76,0.365,0.329,0.939,0.086,-13.462,0.0317,79.962,0.0929,2
2430,Suppression,Time Thieves,6bOzkkAtRzcLsaZpuFc9BL,spotify:track:6bOzkkAtRzcLsaZpuFc9BL,spotify:track:6bOzkkAtRzcLsaZpuFc9BL,0.015,0.58,0.6,0.876,0.34,-9.349,0.0301,159.995,0.0748,2
2431,Jii-Music,Mirrored Crescent,7bTgkIKi9O5xfgNkCxhcBb,spotify:track:7bTgkIKi9O5xfgNkCxhcBb,spotify:track:7bTgkIKi9O5xfgNkCxhcBb,0.611,0.416,0.805,0.0,0.103,-6.396,0.137,172.612,0.298,2
2432,Alan Vega & Oneida,Rocket USA,3uCB92skLt3ah7D74C9FGj,spotify:track:3uCB92skLt3ah7D74C9FGj,spotify:track:3uCB92skLt3ah7D74C9FGj,0.11,0.64,0.794,0.00227,0.059,-7.111,0.142,195.446,0.48,2
2433,Bryan Mathys,Hard Miles,7gfGNPSgXxJjBLOgjUBnb0,spotify:track:7gfGNPSgXxJjBLOgjUBnb0,spotify:track:7gfGNPSgXxJjBLOgjUBnb0,0.0705,0.366,0.324,6.73e-06,0.151,-8.537,0.028,140.394,0.191,2
2434,Howie Mitchell & Ruth Meyer,Dipper of Stars,6tVP5KrzjrSBSbuJGHH0hS,spotify:track:6tVP5KrzjrSBSbuJGHH0hS,spotify:track:6tVP5KrzjrSBSbuJGHH0hS,0.539,0.434,0.735,0.0,0.932,-11.528,0.875,66.353,0.313,2
2435,Stewart & Scarfe,Overloaded,0CXPrkpNZExxm9MU0QnGZn,spotify:track:0CXPrkpNZExxm9MU0QnGZn,spotify:track:1JmOUlTiRioRKkUVDYCyhT,0.449,0.775,0.806,0.0,0.167,-3.627,0.0659,101.005,0.504,2
2436,Scott Gratton,Had You Been,2I7JeLjTZIv8ZS3CZUWE7y,spotify:track:2I7JeLjTZIv8ZS3CZUWE7y,spotify:track:6IXsuz6eCnbcD6IgzYHx5E,0.107,0.71,0.716,5.66e-06,0.14,-5.663,0.0283,125.002,0.535,2
2437,Wooden Wand,Drug Store,7ujipwkZGDtfRZZakHKWGw,spotify:track:7ujipwkZGDtfRZZakHKWGw,spotify:track:7ujipwkZGDtfRZZakHKWGw,0.207,0.318,0.454,0.726,0.1,-12.596,0.029,99.998,0.45,2
2438,Vilezlo,The Power of Dreams,0dNy0hUplQ7TP5ESqPmvVC,spotify:track:0dNy0hUplQ7TP5ESqPmvVC,spotify:track:2PFAYhBcNRj1UaluR7ZgUy,0.111,0.859,0.669,0.0,0.211,-7.157,0.274,93.012,0.762,2
2439,Marco Paul,"Into Infinity ""ear"" loop",6WqJowLRvia3c98my3DgJm,spotify:track:6WqJowLRvia3c98my3DgJm,spotify:track:6WqJowLRvia3c98my3DgJm,0.00354,0.552,0.731,0.0,0.297,-4.174,0.0634,131.032,0.594,2
2440,Jahzzar,Roller-skate,3ciMXKwXlLCFcQCyhKblZs,spotify:track:3ciMXKwXlLCFcQCyhKblZs,spotify:track:1ihXWWbKNIrb7S7ERA6Qcb,0.232,0.833,0.575,0.0,0.139,-9.341,0.238,78.689,0.807,2
2441,Jasmine Jordan,Closer,1ipVdEpDQDj1Jfc2uVfpwY,spotify:track:1ipVdEpDQDj1Jfc2uVfpwY,spotify:track:1ipVdEpDQDj1Jfc2uVfpwY,0.593,0.618,0.477,3.83e-06,0.11,-7.629,0.0457,120.043,0.365,2
2442,Loren Connors & Suzanne Langille,I Wish I Didn't Dream [wd4523],18QO49ddjqkGoM0InMV6AT,spotify:track:18QO49ddjqkGoM0InMV6AT,spotify:track:18QO49ddjqkGoM0InMV6AT,0.984,0.256,0.232,0.851,0.109,-20.749,0.0651,98.606,0.135,2
2443,Asthmaboy,Bonfire (Venus),2SOcK7CGyVs1O2aetqUuqL,spotify:track:2SOcK7CGyVs1O2aetqUuqL,spotify:track:2SOcK7CGyVs1O2aetqUuqL,0.00902,0.655,0.832,0.000223,0.06,-6.088,0.0447,143.934,0.938,2
2444,Lee Rosevere,The Long Journey,1rH9x3Ai7fnK6WQ46mk6tz,spotify:track:1rH9x3Ai7fnK6WQ46mk6tz,spotify:track:1rH9x3Ai7fnK6WQ46mk6tz,0.743,0.205,0.173,0.883,0.137,-17.899,0.0388,92.866,0.0771,2
2445,Jon Langford,1234 Ever,2AtOXD0mdjHHp5oomNhkLw,spotify:track:2AtOXD0mdjHHp5oomNhkLw,spotify:track:2AtOXD0mdjHHp5oomNhkLw,0.00268,0.367,0.842,0.000417,0.097,-8.761,0.0482,152.537,0.532,2
2446,element orchestra,type04 (remodel),54LFmUhSmkxUXXVQ7CngRh,spotify:track:54LFmUhSmkxUXXVQ7CngRh,spotify:track:54LFmUhSmkxUXXVQ7CngRh,0.339,0.294,0.531,0.0476,0.159,-7.569,0.0314,139.634,0.112,2
2447,Uncle Neptune,Till I reach the top,7IKlhzyn0qQz4H7Gp8E2FN,spotify:track:7IKlhzyn0qQz4H7Gp8E2FN,spotify:track:7IKlhzyn0qQz4H7Gp8E2FN,0.927,0.577,0.163,0.000928,0.0804,-17.291,0.295,147.532,0.311,2
2448,M-PeX,Aqua,2RJHvwcvaSIxkPE4ZZgPR8,spotify:track:2RJHvwcvaSIxkPE4ZZgPR8,spotify:track:2RJHvwcvaSIxkPE4ZZgPR8,0.241,0.622,0.894,0.899,0.1,-10.635,0.0432,142.028,0.302,2
2449,Le Cose Bianche,Los Angeles 2019,0Ua6HsoNmr14k8wrC7IzAB,spotify:track:0Ua6HsoNmr14k8wrC7IzAB,spotify:track:0Ua6HsoNmr14k8wrC7IzAB,0.114,0.632,0.83,0.0,0.2,-4.4,0.039,145.043,0.718,2
2450,Copal,(DJ Banter with Hannah Thiem),5Nchu9A4b3MsZd0iX1tBqO,spotify:track:5Nchu9A4b3MsZd0iX1tBqO,spotify:track:5Nchu9A4b3MsZd0iX1tBqO,0.0221,0.903,0.806,2.28e-05,0.0957,-4.364,0.0486,134.997,0.967,2
2451,Heaven's Gate,Driving,4byZUoiegH08BmQmNmRbxi,spotify:track:4byZUoiegH08BmQmNmRbxi,spotify:track:4byZUoiegH08BmQmNmRbxi,0.933,0.356,0.0755,0.0,0.202,-18.992,0.0431,107.394,0.2,2
2452,Manueljgrotesque,grotesque24,04HTC4wG7Y7a5RHfts7QcZ,spotify:track:04HTC4wG7Y7a5RHfts7QcZ,spotify:track:7KT0ITk9CT16thNSLxd1rZ,0.932,0.397,0.123,0.098,0.125,-15.261,0.0415,119.072,0.598,2
2453,Shamil Elvenheim,Warp 5,1YjoltHfLwCcatHe6xydrm,spotify:track:1YjoltHfLwCcatHe6xydrm,spotify:track:1YjoltHfLwCcatHe6xydrm,0.0011,0.654,0.6,0.882,0.0403,-6.174,0.264,130.166,0.406,2
2454,Zreen Toyz,Orchestral Ringlets,14LfmwNosTxoQV1SyuJexj,spotify:track:14LfmwNosTxoQV1SyuJexj,spotify:track:14LfmwNosTxoQV1SyuJexj,0.515,0.809,0.463,0.225,0.355,-8.342,0.0621,130.004,0.972,2
2455,Podington Bear,Jackie,6XcglrY3slKdDBQDpo5Y1x,spotify:track:6XcglrY3slKdDBQDpo5Y1x,spotify:track:6XcglrY3slKdDBQDpo5Y1x,0.0823,0.799,0.624,0.874,0.0933,-13.038,0.0459,119.007,0.985,2
2456,L'homme Manete,Moving Boulder,4XADNxq2dlhnLWAbhbpSAo,spotify:track:4XADNxq2dlhnLWAbhbpSAo,spotify:track:4XADNxq2dlhnLWAbhbpSAo,7.18e-06,0.612,0.669,0.828,0.0818,-12.695,0.193,165.025,0.665,2
2457,OBN IIIs,Runnin on Fumes,64gipCOLZNfNUnHU837cxD,spotify:track:64gipCOLZNfNUnHU837cxD,spotify:track:64gipCOLZNfNUnHU837cxD,0.153,0.223,0.966,0.0692,0.315,-3.599,0.0677,157.017,0.205,2
2458,Gardner Chamber Orchestra,"Mozart: Sinfonia Concertante for violin and viola, K. 364",2sZPi8j5CKl8XCVo9L05FO,spotify:track:2sZPi8j5CKl8XCVo9L05FO,spotify:track:2sZPi8j5CKl8XCVo9L05FO,0.944,0.18,0.0435,0.564,0.115,-24.058,0.045,87.438,0.0517,2
2459,ODORBABY,IT SOUNDS LIKE AMATEUR PORN,1lu1qW0KFaYUv2cQJl71ok,spotify:track:1lu1qW0KFaYUv2cQJl71ok,spotify:track:1lu1qW0KFaYUv2cQJl71ok,0.0264,0.407,0.736,2e-06,0.199,-5.214,0.0765,183.915,0.642,2
2460,DJ North by Northwest,The Full Moon Party,0uwNtbl80CvP4EFio32PYv,spotify:track:0uwNtbl80CvP4EFio32PYv,spotify:track:0uwNtbl80CvP4EFio32PYv,0.0105,0.564,0.598,0.0901,0.165,-8.064,0.0262,105.009,0.555,2
2461,Disrupt,"Don't Talk, Shoot",0DS4lzBkarJ3mgBpDaOZrX,spotify:track:0DS4lzBkarJ3mgBpDaOZrX,spotify:track:3mXjVkMtEqWZ2iMHYtincz,0.372,0.754,0.838,0.0,0.582,-3.955,0.122,93.945,0.616,2
2462,The Kandis Project,Jammin,1LTHVfLAWvhOFHYZFGRojR,spotify:track:1LTHVfLAWvhOFHYZFGRojR,spotify:track:1LTHVfLAWvhOFHYZFGRojR,0.00754,0.694,0.787,5.14e-06,0.34,-7.365,0.302,170.023,0.396,2
2463,Steve Nolan,"Take Your Vitamins and Rest, Ornette",7Mqa3soclHM9Tia8dKzB2M,spotify:track:7Mqa3soclHM9Tia8dKzB2M,spotify:track:6v1TqeHZ8yIUj1DDQrFk8M,0.937,0.418,0.183,0.818,0.0989,-19.345,0.045,82.004,0.207,2
2464,Derek Clegg,Golden,2fHcQ4pS8GkRfyFyBhHeQj,spotify:track:2fHcQ4pS8GkRfyFyBhHeQj,spotify:track:2fHcQ4pS8GkRfyFyBhHeQj,0.728,0.675,0.509,0.00064,0.0805,-9.131,0.0273,111.011,0.194,2
2465,Dengaz,Quem És,44Iype3lEB5MyZDvMiBbjK,spotify:track:44Iype3lEB5MyZDvMiBbjK,spotify:track:76WbdLgFwXC1ZwMzWDTNxt,0.779,0.618,0.671,2.55e-06,0.208,-5.047,0.103,103.773,0.588,2
2466,Jeremy Allingham,The Brinkmen,3lmopgmQSRvwl49nbBxI53,spotify:track:3lmopgmQSRvwl49nbBxI53,spotify:track:3lmopgmQSRvwl49nbBxI53,0.593,0.517,0.579,0.0329,0.106,-9.332,0.0288,135.004,0.604,2
2467,Paris Solemn,I'm a Boss,2ZTBtzRzd0xlYtTyBmGp09,spotify:track:2ZTBtzRzd0xlYtTyBmGp09,spotify:track:2ZTBtzRzd0xlYtTyBmGp09,0.0192,0.427,0.855,0.0,0.726,-4.917,0.233,157.939,0.666,2
2468,Stray,Kamehameha (c/ J-K),6MEUyxfPGhgRPONIQWWdBB,spotify:track:6MEUyxfPGhgRPONIQWWdBB,spotify:track:6MEUyxfPGhgRPONIQWWdBB,0.46,0.663,0.926,9e-05,0.0896,-5.76,0.225,129.049,0.597,2
2469,Rye Coalition,We Ride,63Yc9jLeHPw5lrXbjHRU4P,spotify:track:63Yc9jLeHPw5lrXbjHRU4P,spotify:track:63Yc9jLeHPw5lrXbjHRU4P,0.00198,0.205,0.992,0.0,0.187,-2.367,0.0988,149.284,0.242,2
2470,Kiss the Anus of a Black Cat,"Almost, Silver",0DWV7WJFvDwADE5s3D61wI,spotify:track:0DWV7WJFvDwADE5s3D61wI,spotify:track:0DWV7WJFvDwADE5s3D61wI,0.0815,0.421,0.654,3.91e-06,0.388,-6.135,0.0301,140.086,0.305,2
2471,N3rgul4百20,Grave Robbing for Morons,5sKYFr7NVaBN1xkyvEGhtg,spotify:track:5sKYFr7NVaBN1xkyvEGhtg,spotify:track:5sKYFr7NVaBN1xkyvEGhtg,0.0195,0.751,0.627,0.909,0.472,-7.164,0.294,150.069,0.963,2
2472,Ховбай Хвекмеев & Pk jazz Collective,Дым Видов,1V7HTYLMPySZnJRgEl1Vmt,spotify:track:1V7HTYLMPySZnJRgEl1Vmt,spotify:track:1V7HTYLMPySZnJRgEl1Vmt,0.474,0.671,0.758,0.00118,0.0898,-6.351,0.265,83.695,0.305,2
2473,The Incognito Traveller,Valletta 1:27 am,7fWG7x8Df1KHrT85nt1019,spotify:track:7fWG7x8Df1KHrT85nt1019,spotify:track:7fWG7x8Df1KHrT85nt1019,0.0115,0.712,0.724,0.00214,0.343,-8.796,0.0335,115.062,0.365,2
2474,Greg Atkinson,Few and Far Between,4KVSR2eMbCwbyZ4E7txSn8,spotify:track:4KVSR2eMbCwbyZ4E7txSn8,spotify:track:4KVSR2eMbCwbyZ4E7txSn8,0.464,0.205,0.385,2.9e-05,0.126,-12.354,0.0367,165.07,0.201,2
2475,Forget the Whale,Carry Your Own Weight (Instrumental),5GoGWvCsBn0wJdgxODxAS3,spotify:track:5GoGWvCsBn0wJdgxODxAS3,spotify:track:5GoGWvCsBn0wJdgxODxAS3,0.387,0.609,0.811,0.0,0.103,-3.666,0.0463,99.78,0.648,2
2476,The Black Square (■),Rational Choice,6DMNbtZu4vXmYJATA9TmZi,spotify:track:6DMNbtZu4vXmYJATA9TmZi,spotify:track:6DMNbtZu4vXmYJATA9TmZi,0.858,0.487,0.325,0.0358,0.39,-13.662,0.0287,129.975,0.308,2
2478,DuBoLoGy,Walk In Forest,5ATT0cu6dvmjSoSzYD6KFH,spotify:track:5ATT0cu6dvmjSoSzYD6KFH,spotify:track:5ATT0cu6dvmjSoSzYD6KFH,0.789,0.645,0.253,0.796,0.112,-13.022,0.0507,82.24,0.0998,2
2479,Afrika Pseudobruitismus,Dream Vision Entertainment,179nIZQKjD7o5dq4nxiKIb,spotify:track:179nIZQKjD7o5dq4nxiKIb,spotify:track:179nIZQKjD7o5dq4nxiKIb,0.00698,0.833,0.517,0.0,0.116,-8.631,0.0614,97.026,0.384,2
2480,Deal The Villain,Land-O-Lakes,36x0xDdMjHDCwbl8k0W49s,spotify:track:36x0xDdMjHDCwbl8k0W49s,spotify:track:36x0xDdMjHDCwbl8k0W49s,0.649,0.685,0.621,0.0,0.561,-7.068,0.297,101.238,0.904,2
2481,Cheapmachines,Display 01-01a,3eSFYHSx1CmjvPflwlsP5e,spotify:track:3eSFYHSx1CmjvPflwlsP5e,spotify:track:3eSFYHSx1CmjvPflwlsP5e,0.376,0.553,0.789,0.000342,0.11,-7.869,0.0816,103.019,0.505,2
2482,The HATE Noise and Anonymous,What Does it Look Like?,1awjvTUolopWEt4SXHf87D,spotify:track:1awjvTUolopWEt4SXHf87D,spotify:track:27FSS5rrSKvvkwDeGAmAEF,0.752,0.317,0.134,0.232,0.103,-17.096,0.0388,73.355,0.0859,2
2483,Stefano Roncarolo & Sandro Marinoni,Lhasa,3T1BpWUeC92PpUWvOOiXnM,spotify:track:3T1BpWUeC92PpUWvOOiXnM,spotify:track:3T1BpWUeC92PpUWvOOiXnM,0.996,0.258,0.00624,0.883,0.112,-36.963,0.0681,72.355,0.424,2
2484,Jason Shaw,TRAVEL LIGHT,0ZD42gUrbI1jm4sFi6Dm6W,spotify:track:0ZD42gUrbI1jm4sFi6Dm6W,spotify:track:0ZD42gUrbI1jm4sFi6Dm6W,0.881,0.522,0.137,0.848,0.114,-17.526,0.041,133.883,0.711,2
2485,Arcane Waves,Das Unerreichbare Schloss,74Z7QRjTNreoHgA6vOFlOx,spotify:track:74Z7QRjTNreoHgA6vOFlOx,spotify:track:74Z7QRjTNreoHgA6vOFlOx,0.335,0.71,0.581,0.0,0.141,-9.712,0.273,155.997,0.656,2
2486,Sergey Cheremisinov,Escape,1f7sHozAhj1xlbOfqssErY,spotify:track:1f7sHozAhj1xlbOfqssErY,spotify:track:1f7sHozAhj1xlbOfqssErY,0.688,0.268,0.629,0.865,0.154,-10.843,0.0479,80.026,0.0397,2
2487,Little Debbie,Hungry Greedy Little Debz,1YwlOmbWdvuFJ3lAwBTy3C,spotify:track:1YwlOmbWdvuFJ3lAwBTy3C,spotify:track:1YwlOmbWdvuFJ3lAwBTy3C,0.000434,0.494,0.875,0.00883,0.176,-9.367,0.0325,125.031,0.816,2
2488,Damon Loren Baker,Distant,3Ymir5o4Mn76jRWMmKtx4r,spotify:track:3Ymir5o4Mn76jRWMmKtx4r,spotify:track:3jQlNsMoO2C4NzwoBi9R6v,0.966,0.131,0.00162,0.853,0.0984,-48.711,0.0397,71.969,0.109,2
2489,Josh Woodward,Private Hurricane (Instrumental Version),2xa5zQCcj6tY3QLuZvzrUm,spotify:track:2xa5zQCcj6tY3QLuZvzrUm,spotify:track:2xa5zQCcj6tY3QLuZvzrUm,0.786,0.485,0.32,7.69e-05,0.107,-8.118,0.0265,145.159,0.12,2
2490,Josh Woodward,Morning Blue (Instrumental),1GyAsxtMiVucMHn83Eh8vJ,spotify:track:1GyAsxtMiVucMHn83Eh8vJ,spotify:track:1GyAsxtMiVucMHn83Eh8vJ,0.906,0.536,0.256,0.0414,0.12,-14.909,0.0303,89.866,0.134,2
2491,Chapelle 59,It Has To Come Back To The Riff,1rmj3CEbgh3JM69Q5j8ZPQ,spotify:track:1rmj3CEbgh3JM69Q5j8ZPQ,spotify:track:1rmj3CEbgh3JM69Q5j8ZPQ,0.795,0.459,0.492,0.00104,0.142,-11.112,0.0484,134.119,0.708,2
2492,Bouwakanja,Rhino,3pa1xyhjTeDC65i2WLA8Zp,spotify:track:3pa1xyhjTeDC65i2WLA8Zp,spotify:track:6pQAHgI79U7cECxbfpyb9p,0.00897,0.588,0.542,0.0,0.126,-10.225,0.11,94.927,0.183,2
2493,The Kollaborator,A Taste Of The Old Country,5Yd4Lq9PadHnShuhD4cD2C,spotify:track:5Yd4Lq9PadHnShuhD4cD2C,spotify:track:243scg1JZHs4Lbecvepu9B,0.0065,0.555,0.713,0.0389,0.385,-10.328,0.0391,107.905,0.601,2
2494,Oblivian Substanshall,The Man With the Trumpet Nose,3D3U2yrhg1AhVU8BDcAiUa,spotify:track:3D3U2yrhg1AhVU8BDcAiUa,spotify:track:3D3U2yrhg1AhVU8BDcAiUa,0.978,0.248,0.276,0.889,0.109,-9.721,0.0322,75.304,0.27,2
2495,Antique Phonograph Music Program [Various Artists],Forsaken,21qi4gUEom6MubX2iHpIoA,spotify:track:21qi4gUEom6MubX2iHpIoA,spotify:track:21qi4gUEom6MubX2iHpIoA,0.756,0.793,0.611,0.878,0.109,-9.196,0.161,166.081,0.815,2
2496,Amitron_7,M to E to X,1zYR9OYxzf5uWNtWb3qOei,spotify:track:1zYR9OYxzf5uWNtWb3qOei,spotify:track:1zYR9OYxzf5uWNtWb3qOei,0.197,0.297,0.761,0.161,0.705,-11.52,0.0507,92.964,0.271,2
2497,Ace & the Gulls,Baby Said,0TuX6INTBqfQTK6DqHXb3n,spotify:track:0TuX6INTBqfQTK6DqHXb3n,spotify:track:0TuX6INTBqfQTK6DqHXb3n,0.00443,0.48,0.57,0.0373,0.434,-13.677,0.0416,140.048,0.858,2
2498,Kellee Maize,Mad Humans,12Ij5DPTKtCDfLr4I8rLn0,spotify:track:12Ij5DPTKtCDfLr4I8rLn0,spotify:track:12Ij5DPTKtCDfLr4I8rLn0,0.398,0.471,0.932,0.0,0.2,-6.451,0.351,113.857,0.507,2
2499,The Thud Experiment,Disappear Through the Cat Flap,2BL7BuePXMvGKKII2L0FJ6,spotify:track:2BL7BuePXMvGKKII2L0FJ6,spotify:track:2BL7BuePXMvGKKII2L0FJ6,0.68,0.662,0.295,0.0,0.124,-15.098,0.0341,80.003,0.4,2
2500,My brother Daniel,Vyb,0AZYhsESBrtRq88nxq6GMZ,spotify:track:0AZYhsESBrtRq88nxq6GMZ,spotify:track:37D9O4De2WL1hA6gyResgl,0.599,0.766,0.535,0.0,0.1,-7.607,0.0691,130.053,0.389,2
2501,Benji Cossa,You Love The Way I Love You (Vault Vol. II Version),49ISXyTHfMr9xHMCIIQsMo,spotify:track:49ISXyTHfMr9xHMCIIQsMo,spotify:track:49ISXyTHfMr9xHMCIIQsMo,0.671,0.381,0.682,0.0542,0.137,-3.36,0.0282,97.412,0.516,2
2502,It's Notherground Music!!,What You Talkin Bout,2Kqo6vWPP1qTUKNjisaXnm,spotify:track:2Kqo6vWPP1qTUKNjisaXnm,spotify:track:2Kqo6vWPP1qTUKNjisaXnm,0.00454,0.349,0.703,0.0,0.316,-5.384,0.0838,109.441,0.147,2
2503,errnois,Happiness,0nYm42RuPWFaHWUXUdwHYm,spotify:track:0nYm42RuPWFaHWUXUdwHYm,spotify:track:0nYm42RuPWFaHWUXUdwHYm,0.989,0.4,0.128,0.85,0.11,-16.614,0.0401,122.974,0.124,2
2504,Lady Bombon,La Borracha,5SEsZdD0uwwM979eqwXMsn,spotify:track:5SEsZdD0uwwM979eqwXMsn,spotify:track:3H8jMhHqKXWtqaorVTdbv7,0.127,0.818,0.746,0.00718,0.112,-6.224,0.0302,101.985,0.873,2
2505,Bea McG,Kurosawa,6E37j4b44JGpdk297urpKM,spotify:track:6E37j4b44JGpdk297urpKM,spotify:track:6E37j4b44JGpdk297urpKM,0.186,0.573,0.441,0.0,0.61,-5.799,0.0758,61.657,0.389,2
2506,Zloty Dawai,Smashing Blouse,3u1MCYIoV8vZJsrnUVZF3t,spotify:track:3u1MCYIoV8vZJsrnUVZF3t,spotify:track:3u1MCYIoV8vZJsrnUVZF3t,0.777,0.14,0.661,0.828,0.562,-13.914,0.0752,97.682,0.0367,2
